# submitted_id	current_id	converted_id	current_symbol
CG12296	FBgn0013469	FBgn0013469	klu
CG14642	FBgn0037222	FBgn0037222	CG14642
CG9815	FBgn0034861	FBgn0034861	CG9815
CG5522	FBgn0034158	FBgn0034158	CG5522
CG13481	FBgn0036421	FBgn0036421	CG13481
CG9463	FBgn0032066	FBgn0032066	LManIII
CG15278	FBgn0032554	FBgn0032554	CG15278
CG6707	FBgn0036058	FBgn0036058	CG6707
CG6592	FBgn0035669	FBgn0035669	CG6592
CG13993	FBgn0031776	FBgn0031776	Pfdn1
CG7631	FBgn0028945	FBgn0028945	CG7631
CG40096	FBgn0058096	FBgn0058096	CG40096
CG32444	FBgn0043783	FBgn0043783	CG32444
CG6452	FBgn0039438	FBgn0039438	TwdlO
CG13158	FBgn0033727	FBgn0033727	Or49a
CG18094	FBgn0032791	FBgn0032791	CG18094
CG1324	FBgn0031129	FBgn0031129	CG1324
CG32694	FBgn0052694	FBgn0052694	CG32694
CG33798	FBgn0053798	FBgn0053798	CG33798
CG9603	FBgn0040529	FBgn0040529	COX7A
CG9603	FBgn0081892	FBgn0081892	Dpse\GA21907
CG5837	FBgn0011771	FBgn0011771	Hem
CG3388	FBgn0001148	FBgn0001148	gsb
CG15918	FBgn0034197	FBgn0034197	Cda9
CG10076	FBgn0003475	FBgn0003475	spir
CG33924	FBgn0261294	FBgn0261294	CheB74a
CG2161	FBgn0017550	FBgn0017550	Rga
CG31884	FBgn0040070	FBgn0040070	Trx-2
CG4115	FBgn0038017	FBgn0038017	CG4115
CG17183	FBgn0035149	FBgn0035149	MED30
CG1119	FBgn0004913	FBgn0004913	Gnf1
CG11269	FBgn0034700	FBgn0034700	CG11269
CG31782	FBgn0263745	FBgn0263745	CR43670
CG31782	FBgn0263744	FBgn0263744	CR43669
CG31782	FBgn0263746	FBgn0263746	CR43671
CG1049	FBgn0041342	FBgn0041342	Pcyt1
CG1969	FBgn0039690	FBgn0039690	Gnpnat
CG17814	FBgn0040959	FBgn0040959	Peritrophin-15a
CG17814	FBgn0246831	FBgn0246831	Dpse\GA25453
CG8665	FBgn0032945	FBgn0032945	CG8665
CG31247	FBgn0261649	FBgn0261649	tinc
CG4858	FBgn0037011	FBgn0037011	CG4858
CG3664	FBgn0014010	FBgn0014010	Rab5
CG13826	FBgn0262975	FBgn0262975	cnc
CG14102	FBgn0036906	FBgn0036906	CG14102
CG41578	FBgn0085704	FBgn0085704	CG41578
CG1478	FBgn0000359	FBgn0000359	Cp36
CG8588	FBgn0035770	FBgn0035770	pst
CG3557	FBgn0031423	FBgn0031423	CG3557
CG3466	FBgn0011576	FBgn0011576	Cyp4d2
CG14222	FBgn0031043	FBgn0031043	Naa20A
CG32521	FBgn0052521	FBgn0052521	CG32521
CG40682	FBgn0085508	FBgn0085508	CG40682
CG3973	FBgn0029881	FBgn0029881	pigs
CG15678	FBgn0034647	FBgn0034647	pirk
CG1480	FBgn0004389	FBgn0004389	bnk
CG7404	FBgn0035849	FBgn0035849	ERR
CG7223	FBgn0010389	FBgn0010389	htl
CG34435	FBgn0085464	FBgn0085464	CG34435
CG13494	FBgn0034671	FBgn0034671	CG13494
CG34425	FBgn0085454	FBgn0085454	CG34425
CG1258	FBgn0011692	FBgn0011692	pav
CG13575	FBgn0034996	FBgn0034996	CG13575
CG11139	FBgn0033179	FBgn0033179	p47
CG41524	FBgn0085668	FBgn0085668	CG41524
CG14984	FBgn0035480	FBgn0035480	CG14984
CG14722	FBgn0037943	FBgn0037943	CG14722
CG6860	FBgn0032633	FBgn0032633	Lrch
CG33470	FBgn0053470	FBgn0053470	CG33470
CG13110	FBgn0032111	FBgn0032111	CG13110
CG10163	FBgn0035697	FBgn0035697	CG10163
CG32758	FBgn0052758	FBgn0052758	Snx27
CG2221	FBgn0028331	FBgn0028331	l(1)G0289
CG31462	FBgn0266801	FBgn0266801	CG45263
CG18666	FBgn0040967	FBgn0040967	CG18666
CG18666	FBgn0195128	FBgn0195128	Dsim\GD23756
CG15134	FBgn0261671	FBgn0261671	tweek
CG10753	FBgn0261933	FBgn0261933	SmD1
CG42265	FBgn0259150	FBgn0259150	OtopLc
CG2129	FBgn0030008	FBgn0030008	CG2129
CG9285	FBgn0000454	FBgn0000454	Dip-B
CG13800	FBgn0266696	FBgn0266696	Svil
CG8927	FBgn0038405	FBgn0038405	CG8927
CG6696	FBgn0030947	FBgn0030947	CG6696
CG14419	FBgn0029639	FBgn0029639	CG14419
CG5823	FBgn0038515	FBgn0038515	CG5823
CG11775	FBgn0037630	FBgn0037630	Ir85a
CG9129	FBgn0035196	FBgn0035196	CG9129
CG31361	FBgn0051361	FBgn0051361	dpr17
CG6216	FBgn0036139	FBgn0036139	CG6216
CG5172	FBgn0030830	FBgn0030830	CG5172
CG9210	FBgn0022710	FBgn0022710	Ac13E
CG15473	FBgn0029719	FBgn0029719	CG15473
CG7589	FBgn0036727	FBgn0036727	CG7589
CG7678	FBgn0038613	FBgn0038613	Vha100-4
CG31279	FBgn0051279	FBgn0051279	CG31279
CG8177	FBgn0036043	FBgn0036043	CG8177
CG34216	FBgn0085245	FBgn0085245	CG34216
CG9539	FBgn0086357	FBgn0086357	Sec61alpha
CG5582	FBgn0036756	FBgn0036756	Cln3
CG10463	FBgn0032819	FBgn0032819	CG10463
CG6083	FBgn0036183	FBgn0036183	CG6083
CG40936	FBgn0267432	FBgn0267432	kl-3
CG34374	FBgn0264895	FBgn0264895	RapGAP1
CG3274	FBgn0042085	FBgn0042085	Bap170
CG9153	FBgn0035207	FBgn0035207	Herc4
CG6889	FBgn0040071	FBgn0040071	tara
CG17249	FBgn0035249	FBgn0035249	CG17249
CG15888	FBgn0038131	FBgn0038131	CG15888
CG4772	FBgn0040252	FBgn0040252	Ugt303A1
CG40129	FBgn0260798	FBgn0260798	Gprk1
CG32505	FBgn0023177	FBgn0023177	Pp4-19C
CG30037	FBgn0050037	FBgn0050037	CG30037
CG14153	FBgn0036094	FBgn0036094	CG14153
CG6121	FBgn0026080	FBgn0026080	Tip60
CG31150	FBgn0265048	FBgn0265048	cv-d
CG1922	FBgn0028996	FBgn0028996	onecut
CG9731	FBgn0262614	FBgn0262614	pyd
CG12775	FBgn0032987	FBgn0032987	RpL21
CG31637	FBgn0051637	FBgn0051637	CG31637
CG11505	FBgn0035424	FBgn0035424	Larp4B
CG34270	FBgn0086900	FBgn0086900	Cpr65Ax1
CG31267	FBgn0051267	FBgn0051267	CG31267
CG13049	FBgn0036592	FBgn0036592	CG13049
CG5840	FBgn0038516	FBgn0038516	P5cr-2
